430,GTI2013,BMG053861180,574,TSH CORPORATION LIMITED,31-Dec-12,36,-5,31
268,GTI2012,BMG053861180,574,TSH CORP LTD,31-Dec-10,38,-3,35
254,GTI2011,BMG0539Q1050,574,TSH CORPORATION LIMITED,31-Dec-09,38,-5,33
129,GTI2010,BMG0539Q1050,574,TSH CORPORATION LIMITED,31-Dec-08,43,-2,41
70,GTI2009,BMG0539Q1050,574,TSH CORPORATION LIMITED,31-Dec-07,49,-5,44
185,GTI2013,BMG0539Q1050,575,ASTI HOLDINGS LIMITED,31-Dec-12,43,-2,41
196,GTI2012,BMG075391026,575,ASTI HLDGS LTD,31-Dec-10,41,-3,38
140,GTI2011,BMG075391026,575,ASTI HOLDINGS LIMITED,31-Dec-09,42,-3,39
82,GTI2010,BMG075391026,575,ASTI HOLDINGS LIMITED,31-Dec-08,44,0,44
53,GTI2009,BMG075391026,575,ASTI HOLDINGS LIMITED,31-Dec-07,46,0,46
154,GTI2013,BMG075391026,576,MAGNUS ENERGY GROUP LTD.,30-Jun-12,43,1,44
220,GTI2012,BMG113251000,576,MAGNUS ENERGY GROUP LTD,30-Jun-11,43,-6,37
346,GTI2011,BMG113251000,576,MAGNUS ENERGY GROUP LTD.,30-Jun-10,42,-13,29
148,GTI2010,BMG113251000,576,MAGNUS ENERGY GROUP LTD.,30-Jun-09,45,-5,40
330,GTI2009,BMG113251000,576,MAGNUS ENERGY GROUP LTD.,30-Jun-08,39,-5,34
273,GTI2013,BMG113251000,578,KS ENERGY LIMITED,31-Dec-12,39,-2,37
268,GTI2012,BMG1367H1007,578,KS ENERGY LTD,31-Dec-10,34,1,35
186,GTI2011,BMG1367H1007,578,KS ENERGY SERVICES LIMITED,31-Dec-09,41,-5,36
99,GTI2010,BMG1367H1007,578,KS ENERGY SERVICES LIMITED,31-Dec-08,46,-3,43
82,GTI2009,BMG1367H1007,578,KS ENERGY SERVICES LIMITED,31-Dec-07,46,-3,43
661,GTI2013,BMG1367H1007,579,OCEANUS GROUP LIMITED,31-Dec-11,34,-28,6
646,GTI2012,BMG1792W1284,579,OCEANUS GROUP LTD,31-Dec-10,28,-12,16
165,GTI2011,BMG1792W1284,579,OCEANUS GROUP LIMITED,31-Dec-09,41,-4,37
216,GTI2010,BMG1820V1000,579,OCEANUS GROUP LIMITED,31-Dec-08,39,-2,37
480,GTI2013,BMG1820V1000,580,SANTAK HOLDINGS LIMITED,30-Jun-12,34,-5,29
656,GTI2012,BMG1820V1000,580,SANTAK HLDGS LTD,30-Jun-11,25,-11,14
514,GTI2011,BMG1820V1000,580,SANTAK HOLDINGS LIMITED,30-Jun-10,27,-5,22
586,GTI2010,BMG1820V1000,580,SANTAK HOLDINGS LIMITED,30-Jun-09,31,-8,23
591,GTI2009,BMG1989W1055,580,SANTAK HOLDINGS LIMITED,30-Jun-08,31,-8,23
230,GTI2013,BMG1989W1055,581,ITE ELECTRIC CO LTD,31-Dec-12,36,3,39
196,GTI2012,BMG2022E1021,581,ITE ELECTRIC COMPANY LTD,31-Dec-10,37,1,38
165,GTI2011,BMG2022E1021,581,ITE ELECTRIC CO LTD,31-Dec-09,34,3,37
352,GTI2010,BMG2022E1021,581,ITE ELECTRIC CO LTD,31-Dec-08,32,0,32
111,GTI2009,BMG2022E1021,581,ITE ELECTRIC CO LTD,31-Dec-07,43,-2,41
480,GTI2013,BMG2022E1021,583,PROGEN HOLDINGS LTD,31-Dec-12,37,-8,29
674,GTI2012,BMG2108U1036,583,PROGEN HLDGS LTD,31-Dec-10,21,-24,-3
648,GTI2011,BMG2108U1036,583,PROGEN HOLDINGS LTD,31-Dec-09,22,-19,3
